
Id Ponto:;2300022896
Consulta em:;16/06/2021 19:11:05
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
1;30/08/2012;18:00;18,98;;N;
2;31/08/2012;19:00;18,98;;N;
3;01/09/2012;01:00;18,99;;N;
4;02/09/2012;02:00;18,99;;N;
5;03/09/2012;07:00;18,99;;N;
6;04/09/2012;08:00;18,99;;N;
7;05/09/2012;11:00;18,99;;N;
8;06/09/2012;06:00;18,99;;N;
9;07/09/2012;11:00;18,99;;N;
10;08/09/2012;11:00;18,99;;N;
11;09/09/2012;05:00;18,99;;N;
12;10/09/2012;19:00;18,98;;N;
13;11/09/2012;17:00;18,98;;N;
14;12/09/2012;16:00;18,98;;N;
15;13/09/2012;17:00;18,98;;N;
16;14/09/2012;17:00;18,98;;N;
17;15/09/2012;06:00;18,99;;N;
18;16/09/2012;05:00;18,99;;N;
19;17/09/2012;06:00;18,99;;N;
20;18/09/2012;05:00;18,99;;N;
21;19/09/2012;02:00;18,99;;N;
22;20/09/2012;18:00;18,98;;N;
23;21/09/2012;11:00;18,98;;N;
24;22/09/2012;17:00;18,98;;N;
25;23/09/2012;04:00;18,99;;N;
26;24/09/2012;06:00;18,99;;N;
27;25/09/2012;06:00;18,99;;N;
28;26/09/2012;07:00;18,99;;N;
29;27/09/2012;06:00;18,99;;N;
30;28/09/2012;10:00;18,99;;N;
31;29/09/2012;11:00;18,99;;N;
32;30/09/2012;11:00;18,99;;N;
33;01/10/2012;06:00;18,99;;N;
34;02/10/2012;08:00;18,99;;N;
35;03/10/2012;11:00;18,99;;N;
36;04/10/2012;11:00;18,99;;N;
37;05/10/2012;08:00;18,99;;N;
38;06/10/2012;11:00;18,99;;N;
39;07/10/2012;11:00;18,99;;N;
40;08/10/2012;11:00;18,99;;N;
41;09/10/2012;07:00;18,99;;N;
42;10/10/2012;04:00;18,99;;N;
43;11/10/2012;08:00;18,99;;N;
44;12/10/2012;08:00;18,99;;N;
45;13/10/2012;07:00;18,99;;N;
