
Id Ponto:;2300022889
Consulta em:;16/06/2021 19:08:06
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
1;10/11/2012;17:00;71,85;;N;
2;11/11/2012;22:00;71,82;;N;
3;12/11/2012;15:00;71,89;;N;
4;13/11/2012;17:00;71,95;;N;
5;14/11/2012;14:00;71,99;;N;
6;15/11/2012;18:00;71,95;;N;
7;16/11/2012;02:00;71,92;;N;
8;17/11/2012;22:00;71,91;;N;
9;18/11/2012;23:00;71,94;;N;
10;19/11/2012;13:00;72,02;;N;
11;20/11/2012;19:00;72,06;;N;
12;21/11/2012;16:00;72,08;;N;
13;22/11/2012;20:00;72,10;;N;
14;23/11/2012;18:00;72,08;;N;
15;24/11/2012;18:00;72,06;;N;
16;25/11/2012;14:00;72,01;;N;
17;26/11/2012;18:00;72,06;;N;
18;27/11/2012;16:00;72,04;;N;
19;28/11/2012;17:00;72,09;;N;
20;29/11/2012;16:00;72,12;;N;
21;30/11/2012;14:00;72,15;;N;
22;01/12/2012;18:00;72,07;;N;
23;02/12/2012;19:00;72,00;;N;
24;03/12/2012;14:00;72,13;;N;
25;04/12/2012;19:00;72,02;;N;
26;05/12/2012;17:00;72,04;;N;
27;06/12/2012;17:00;71,99;;N;
28;07/12/2012;19:00;72,04;;N;
29;08/12/2012;19:00;72,01;;N;
30;09/12/2012;15:00;72,02;;N;
31;10/12/2012;18:00;72,07;;N;
32;11/12/2012;19:00;72,03;;N;
33;12/12/2012;17:00;72,00;;N;
34;13/12/2012;15:00;72,03;;N;
35;14/12/2012;21:00;71,97;;N;
36;15/12/2012;23:00;71,98;;N;
37;16/12/2012;16:00;72,01;;N;
38;17/12/2012;14:00;71,99;;N;
39;18/12/2012;20:00;72,01;;N;
40;19/12/2012;18:00;71,98;;N;
41;20/12/2012;14:00;72,01;;N;
42;21/12/2012;14:00;71,95;;N;
43;22/12/2012;19:00;72,01;;N;
44;23/12/2012;14:00;71,99;;N;
45;24/12/2012;13:00;72,01;;N;
46;25/12/2012;14:00;71,99;;N;
47;26/12/2012;22:00;71,96;;N;
48;27/12/2012;19:00;72,06;;N;
49;28/12/2012;21:00;71,95;;N;
50;29/12/2012;18:00;71,96;;N;
51;30/12/2012;16:00;71,96;;N;
52;31/12/2012;18:00;72,03;;N;
53;01/01/2013;03:00;71,97;;N;
54;02/01/2013;15:00;71,97;;N;
55;03/01/2013;14:00;72,02;;N;
56;04/01/2013;21:00;72,01;;N;
57;05/01/2013;19:00;71,98;;N;
58;06/01/2013;20:00;71,98;;N;
59;07/01/2013;18:00;71,98;;N;
60;08/01/2013;23:00;71,94;;N;
61;09/01/2013;19:00;72,04;;N;
62;10/01/2013;21:00;71,94;;N;
63;11/01/2013;19:00;71,95;;N;
64;12/01/2013;14:00;72,02;;N;
65;13/01/2013;16:00;71,98;;N;
66;14/01/2013;19:00;71,96;;N;
67;15/01/2013;14:00;72,01;;N;
68;16/01/2013;16:00;72,00;;N;
69;17/01/2013;17:00;72,03;;N;
70;18/01/2013;00:00;71,97;;N;
71;19/01/2013;15:00;71,95;;N;
72;20/01/2013;17:00;71,97;;N;
73;21/01/2013;17:00;72,01;;N;
74;22/01/2013;15:00;71,98;;N;
75;23/01/2013;23:00;71,94;;N;
76;24/01/2013;21:00;71,98;;N;
77;25/01/2013;15:00;71,99;;N;
78;26/01/2013;20:00;71,96;;N;
79;27/01/2013;22:00;71,95;;N;
80;28/01/2013;20:00;71,97;;N;
81;29/01/2013;01:00;71,96;;N;
82;30/01/2013;17:00;71,95;;N;
83;31/01/2013;16:00;71,94;;N;
84;01/02/2013;23:00;71,94;;N;
85;02/02/2013;23:00;71,94;;N;
86;03/02/2013;21:00;71,94;;N;
87;04/02/2013;17:00;71,94;;N;
88;05/02/2013;14:00;71,97;;N;
89;06/02/2013;23:00;71,93;;N;
90;07/02/2013;21:00;71,92;;N;
91;08/02/2013;13:00;71,96;;N;
92;09/02/2013;15:00;71,95;;N;
93;10/02/2013;05:00;71,91;;N;
94;11/02/2013;16:00;71,91;;N;
95;12/02/2013;21:00;71,94;;N;
96;13/02/2013;22:00;71,93;;N;
97;14/02/2013;18:00;71,97;;N;
98;15/02/2013;18:00;71,94;;N;
99;16/02/2013;19:00;71,98;;N;
100;17/02/2013;20:00;71,92;;N;
101;18/02/2013;21:00;71,90;;N;
102;19/02/2013;14:00;71,91;;N;
103;20/02/2013;17:00;71,89;;N;
104;21/02/2013;22:00;71,91;;N;
105;22/02/2013;17:00;71,95;;N;
106;23/02/2013;21:00;71,96;;N;
107;24/02/2013;05:00;71,91;;N;
108;25/02/2013;14:00;71,88;;N;
109;26/02/2013;23:00;71,91;;N;
110;27/02/2013;23:00;71,91;;N;
111;28/02/2013;19:00;71,90;;N;
112;01/03/2013;00:00;71,90;;N;
113;02/03/2013;22:00;71,91;;N;
114;03/03/2013;19:00;71,92;;N;
115;04/03/2013;18:00;71,93;;N;
116;05/03/2013;19:00;71,92;;N;
117;06/03/2013;23:00;71,89;;N;
118;07/03/2013;14:00;71,91;;N;
