
Id Ponto:;2300022895
Consulta em:;16/06/2021 19:10:32
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
1;21/11/2012;20:00;20,89;;N;
2;22/11/2012;21:00;20,90;;N;
3;23/11/2012;23:00;20,90;;N;
4;24/11/2012;12:00;20,90;;N;
5;25/11/2012;00:00;20,92;;N;
6;26/11/2012;00:00;20,92;;N;
7;27/11/2012;12:00;20,90;;N;
8;28/11/2012;04:00;20,90;;N;
9;29/11/2012;05:00;20,91;;N;
10;30/11/2012;01:00;20,92;;N;
11;01/12/2012;23:00;20,92;;N;
12;02/12/2012;23:00;20,91;;N;
13;03/12/2012;04:00;20,92;;N;
14;04/12/2012;02:00;20,93;;N;
15;05/12/2012;11:00;20,91;;N;
16;06/12/2012;05:00;20,89;;N;
17;07/12/2012;23:00;20,88;;N;
18;08/12/2012;03:00;20,89;;N;
19;09/12/2012;03:00;20,89;;N;
20;10/12/2012;01:00;20,89;;N;
21;11/12/2012;22:00;20,87;;N;
22;12/12/2012;23:00;20,87;;N;
23;13/12/2012;02:00;20,87;;N;
24;14/12/2012;02:00;20,87;;N;
25;15/12/2012;03:00;20,87;;N;
26;16/12/2012;03:00;20,87;;N;
27;17/12/2012;03:00;20,88;;N;
28;18/12/2012;00:00;20,88;;N;
29;19/12/2012;11:00;20,88;;N;
30;20/12/2012;23:00;20,88;;N;
31;21/12/2012;20:00;20,89;;N;
32;22/12/2012;02:00;20,90;;N;
33;23/12/2012;02:00;20,90;;N;
34;24/12/2012;20:00;20,90;;N;
35;25/12/2012;02:00;20,91;;N;
36;26/12/2012;23:00;20,90;;N;
37;27/12/2012;23:00;20,89;;N;
38;28/12/2012;23:00;20,89;;N;
39;29/12/2012;03:00;20,90;;N;
40;30/12/2012;01:00;20,91;;N;
41;31/12/2012;02:00;20,91;;N;
42;01/01/2013;02:00;20,91;;N;
43;02/01/2013;04:00;20,90;;N;
44;03/01/2013;12:00;20,91;;N;
45;04/01/2013;05:00;20,93;;N;
46;05/01/2013;23:00;20,92;;N;
47;06/01/2013;14:00;20,91;;N;
48;07/01/2013;22:00;20,90;;N;
49;08/01/2013;02:00;20,90;;N;
50;09/01/2013;00:00;20,90;;N;
51;10/01/2013;00:00;20,89;;N;
52;11/01/2013;02:00;20,88;;N;
53;12/01/2013;01:00;20,89;;N;
54;13/01/2013;10:00;20,90;;N;
55;14/01/2013;11:00;20,90;;N;
56;15/01/2013;12:00;20,89;;N;
57;16/01/2013;20:00;20,90;;N;
58;17/01/2013;03:00;20,91;;N;
59;18/01/2013;03:00;20,92;;N;
60;19/01/2013;22:00;20,91;;N;
61;20/01/2013;02:00;20,91;;N;
62;21/01/2013;03:00;20,91;;N;
63;22/01/2013;22:00;20,91;;N;
64;23/01/2013;23:00;20,90;;N;
65;24/01/2013;04:00;20,90;;N;
66;25/01/2013;02:00;20,91;;N;
67;26/01/2013;01:00;20,91;;N;
68;27/01/2013;01:00;20,92;;N;
69;28/01/2013;22:00;20,91;;N;
70;29/01/2013;23:00;20,91;;N;
71;30/01/2013;01:00;20,90;;N;
72;31/01/2013;23:00;20,90;;N;
73;01/02/2013;23:00;20,90;;N;
74;02/02/2013;02:00;20,91;;N;
75;03/02/2013;22:00;20,89;;N;
76;04/02/2013;12:00;20,88;;N;
77;05/02/2013;12:00;20,90;;N;
78;06/02/2013;00:00;20,92;;N;
79;07/02/2013;22:00;20,92;;N;
80;08/02/2013;02:00;20,92;;N;
81;09/02/2013;12:00;20,92;;N;
82;10/02/2013;12:00;20,92;;N;
83;11/02/2013;13:00;20,91;;N;
84;12/02/2013;05:00;20,91;;N;
85;13/02/2013;12:00;20,91;;N;
86;14/02/2013;21:00;20,92;;N;
87;15/02/2013;21:00;20,93;;N;
88;16/02/2013;01:00;20,93;;N;
89;17/02/2013;05:00;20,94;;N;
90;18/02/2013;22:00;20,93;;N;
91;19/02/2013;03:00;20,93;;N;
92;20/02/2013;22:00;20,92;;N;
93;21/02/2013;00:00;20,92;;N;
94;22/02/2013;05:00;20,92;;N;
95;23/02/2013;04:00;20,92;;N;
96;24/02/2013;03:00;20,92;;N;
97;25/02/2013;01:00;20,92;;N;
98;26/02/2013;21:00;20,91;;N;
99;27/02/2013;02:00;20,92;;N;
100;28/02/2013;23:00;20,91;;N;
101;01/03/2013;23:00;20,90;;N;
102;02/03/2013;03:00;20,91;;N;
103;03/03/2013;00:00;20,93;;N;
104;04/03/2013;12:00;20,92;;N;
105;05/03/2013;01:00;20,91;;N;
106;06/03/2013;21:00;20,90;;N;
107;07/03/2013;04:00;20,91;;N;
108;08/03/2013;01:00;20,92;;N;
109;09/03/2013;04:00;20,91;;N;
110;10/03/2013;02:00;20,91;;N;
111;11/03/2013;21:00;20,89;;N;
112;12/03/2013;02:00;20,90;;N;
113;13/03/2013;22:00;20,90;;N;
114;14/03/2013;03:00;20,90;;N;
115;15/03/2013;04:00;20,90;;N;
116;16/03/2013;11:00;20,92;;N;
117;17/03/2013;21:00;20,93;;N;
118;18/03/2013;01:00;20,93;;N;
119;19/03/2013;03:00;20,93;;N;
120;20/03/2013;04:00;20,94;;N;
121;21/03/2013;00:00;20,95;;N;
122;22/03/2013;23:00;20,93;;N;
123;23/03/2013;21:00;20,92;;N;
124;24/03/2013;03:00;20,92;;N;
125;25/03/2013;01:00;20,93;;N;
126;26/03/2013;01:00;20,93;;N;
127;27/03/2013;01:00;20,92;;N;
128;28/03/2013;04:00;20,91;;N;
129;29/03/2013;19:00;20,91;;N;
130;30/03/2013;03:00;20,93;;N;
131;31/03/2013;22:00;20,93;;N;
132;01/04/2013;23:00;20,93;;N;
133;02/04/2013;22:00;20,92;;N;
134;03/04/2013;02:00;20,92;;N;
135;04/04/2013;04:00;20,92;;N;
136;05/04/2013;13:00;20,92;;N;
137;06/04/2013;21:00;20,91;;N;
138;07/04/2013;01:00;20,91;;N;
139;08/04/2013;23:00;20,89;;N;
140;09/04/2013;03:00;20,89;;N;
141;10/04/2013;03:00;20,89;;N;
142;11/04/2013;00:00;20,90;;N;
143;12/04/2013;03:00;20,90;;N;
144;13/04/2013;02:00;20,89;;N;
145;14/04/2013;02:00;20,89;;N;
146;15/04/2013;22:00;20,89;;N;
147;16/04/2013;01:00;20,89;;N;
148;17/04/2013;02:00;20,89;;N;
149;18/04/2013;21:00;20,88;;N;
150;19/04/2013;02:00;20,89;;N;
151;20/04/2013;04:00;20,89;;N;
152;21/04/2013;03:00;20,89;;N;
153;22/04/2013;19:00;20,88;;N;
154;23/04/2013;00:00;20,89;;N;
