
Id Ponto:;2300022129
Consulta em:;16/06/2021 19:04:06
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
1;31/08/2011;19:00;7,48;;N;
2;01/09/2011;11:00;7,49;;N;
3;02/09/2011;00:00;7,50;;N;
4;03/09/2011;01:00;7,50;;N;
5;04/09/2011;03:00;7,50;;N;
6;05/09/2011;02:00;7,49;;N;
7;06/09/2011;21:00;7,48;;N;
8;07/09/2011;11:00;7,48;;N;
9;08/09/2011;05:00;7,48;;N;
10;09/09/2011;20:00;7,47;;N;
11;10/09/2011;12:00;7,48;;N;
12;11/09/2011;00:00;7,50;;N;
13;12/09/2011;20:00;7,49;;N;
14;13/09/2011;22:00;7,49;;N;
15;14/09/2011;20:00;7,49;;N;
16;15/09/2011;04:00;7,50;;N;
17;16/09/2011;06:00;7,50;;N;
18;17/09/2011;03:00;7,50;;N;
19;18/09/2011;18:00;7,50;;N;
20;19/09/2011;03:00;7,50;;N;
21;20/09/2011;03:00;7,50;;N;
22;21/09/2011;03:00;7,50;;N;
23;22/09/2011;03:00;7,50;;N;
24;23/09/2011;20:00;7,50;;N;
25;24/09/2011;04:00;7,50;;N;
26;25/09/2011;20:00;7,50;;N;
27;26/09/2011;02:00;7,53;;N;
28;27/09/2011;03:00;7,52;;N;
29;28/09/2011;02:00;7,52;;N;
30;29/09/2011;02:00;7,52;;N;
31;30/09/2011;03:00;7,52;;N;
32;01/10/2011;02:00;7,52;;N;
33;02/10/2011;02:00;7,52;;N;
34;03/10/2011;01:00;7,53;;N;
35;04/10/2011;20:00;7,53;;N;
36;05/10/2011;02:00;7,54;;N;
37;06/10/2011;19:00;7,54;;N;
38;07/10/2011;05:00;7,55;;N;
39;08/10/2011;15:00;7,99;;N;
40;09/10/2011;01:00;8,10;;N;
41;10/10/2011;12:00;8,23;;N;
42;11/10/2011;13:00;8,19;;N;
43;12/10/2011;17:00;8,32;;N;
44;13/10/2011;13:00;8,41;;N;
45;14/10/2011;04:00;8,43;;N;
46;15/10/2011;11:00;8,30;;N;
47;16/10/2011;12:00;8,16;;N;
48;17/10/2011;12:00;7,99;;N;
49;18/10/2011;23:00;7,93;;N;
50;19/10/2011;12:00;7,91;;N;
51;20/10/2011;12:00;7,88;;N;
52;21/10/2011;05:00;7,86;;N;
53;22/10/2011;20:00;7,84;;N;
54;23/10/2011;02:00;7,84;;N;
55;24/10/2011;23:00;7,80;;N;
56;25/10/2011;13:00;7,79;;N;
57;26/10/2011;20:00;7,78;;N;
58;27/10/2011;02:00;7,78;;N;
59;28/10/2011;11:00;7,77;;N;
60;29/10/2011;11:00;7,97;;N;
61;30/10/2011;11:00;8,27;;N;
62;31/10/2011;12:00;8,40;;N;
63;01/11/2011;17:00;8,53;;N;
64;02/11/2011;12:00;8,45;;N;
65;03/11/2011;12:00;8,12;;N;
66;04/11/2011;23:00;8,02;;N;
67;05/11/2011;12:00;7,98;;N;
68;06/11/2011;04:00;7,94;;N;
69;07/11/2011;12:00;7,90;;N;
70;08/11/2011;01:00;7,88;;N;
71;09/11/2011;02:00;7,87;;N;
72;10/11/2011;11:00;8,10;;N;
73;11/11/2011;11:00;8,37;;N;
74;12/11/2011;14:00;8,49;;N;
75;13/11/2011;18:00;8,56;;N;
76;14/11/2011;21:00;8,60;;N;
77;15/11/2011;12:00;8,38;;N;
78;16/11/2011;11:00;8,41;;N;
79;17/11/2011;06:00;8,59;;N;
80;18/11/2011;15:00;8,62;;N;
81;19/11/2011;07:00;8,75;;N;
82;20/11/2011;02:00;8,79;;N;
83;21/11/2011;02:00;8,80;;N;
84;22/11/2011;11:00;8,66;;N;
85;23/11/2011;18:00;8,79;;N;
86;24/11/2011;13:00;8,74;;N;
87;25/11/2011;05:00;8,84;;N;
88;26/11/2011;13:00;8,78;;N;
89;27/11/2011;12:00;8,71;;N;
90;28/11/2011;11:00;8,66;;N;
91;29/11/2011;04:00;8,83;;N;
92;30/11/2011;17:00;8,90;;N;
93;01/12/2011;04:00;8,98;;N;
94;02/12/2011;02:00;8,85;;N;
95;03/12/2011;11:00;8,89;;N;
96;04/12/2011;15:00;8,91;;N;
97;05/12/2011;00:00;8,99;;N;
98;06/12/2011;17:00;8,84;;N;
99;07/12/2011;12:00;8,86;;N;
100;08/12/2011;15:00;9,01;;N;
101;09/12/2011;11:00;8,90;;N;
102;10/12/2011;10:00;8,92;;N;
103;11/12/2011;07:00;8,82;;N;
104;12/12/2011;11:00;8,91;;N;
105;13/12/2011;12:00;8,69;;N;
106;14/12/2011;11:00;8,55;;N;
107;15/12/2011;12:00;8,48;;N;
108;16/12/2011;12:00;8,44;;N;
109;17/12/2011;23:00;8,39;;N;
110;18/12/2011;12:00;8,37;;N;
111;19/12/2011;11:00;8,57;;N;
112;20/12/2011;12:00;8,46;;N;
113;21/12/2011;12:00;8,37;;N;
114;22/12/2011;02:00;8,34;;N;
115;23/12/2011;23:00;8,30;;N;
116;24/12/2011;00:00;8,29;;N;
117;25/12/2011;22:00;8,26;;N;
118;26/12/2011;02:00;8,25;;N;
119;27/12/2011;23:00;8,23;;N;
120;28/12/2011;00:00;8,22;;N;
121;29/12/2011;23:00;8,19;;N;
122;30/12/2011;23:00;8,18;;N;
123;31/12/2011;00:00;8,18;;N;
124;01/01/2012;22:00;8,17;;N;
125;02/01/2012;22:00;8,16;;N;
126;03/01/2012;23:00;8,15;;N;
127;04/01/2012;21:00;8,15;;N;
128;05/01/2012;23:00;8,14;;N;
129;06/01/2012;23:00;8,14;;N;
130;07/01/2012;23:00;8,13;;N;
131;08/01/2012;01:00;8,13;;N;
132;09/01/2012;03:00;8,12;;N;
133;10/01/2012;03:00;8,11;;N;
134;11/01/2012;02:00;8,11;;N;
135;12/01/2012;02:00;8,11;;N;
136;13/01/2012;01:00;8,10;;N;
137;14/01/2012;01:00;8,09;;N;
138;15/01/2012;03:00;8,08;;N;
139;16/01/2012;03:00;8,08;;N;
140;17/01/2012;00:00;8,07;;N;
141;18/01/2012;12:00;8,06;;N;
142;19/01/2012;04:00;8,06;;N;
143;20/01/2012;12:00;8,06;;N;
144;21/01/2012;22:00;8,05;;N;
145;22/01/2012;20:00;8,04;;N;
146;23/01/2012;02:00;8,04;;N;
147;24/01/2012;00:00;8,04;;N;
148;25/01/2012;23:00;8,03;;N;
149;26/01/2012;01:00;8,03;;N;
150;27/01/2012;22:00;8,02;;N;
151;28/01/2012;03:00;8,02;;N;
152;29/01/2012;00:00;8,02;;N;
153;30/01/2012;01:00;8,02;;N;
154;31/01/2012;13:00;8,01;;N;
155;01/02/2012;12:00;8,01;;N;
156;02/02/2012;03:00;8,01;;N;
157;03/02/2012;03:00;8,01;;N;
158;04/02/2012;00:00;8,02;;N;
159;05/02/2012;02:00;8,02;;N;
160;06/02/2012;04:00;8,02;;N;
161;07/02/2012;12:00;8,01;;N;
162;08/02/2012;01:00;8,01;;N;
163;09/02/2012;00:00;8,03;;N;
164;10/02/2012;01:00;8,03;;N;
165;11/02/2012;23:00;8,02;;N;
166;12/02/2012;02:00;8,02;;N;
167;13/02/2012;13:00;8,02;;N;
168;14/02/2012;01:00;8,03;;N;
169;15/02/2012;02:00;8,03;;N;
170;16/02/2012;12:00;8,02;;N;
171;17/02/2012;04:00;8,03;;N;
172;18/02/2012;05:00;8,03;;N;
173;19/02/2012;12:00;8,03;;N;
174;20/02/2012;12:00;8,01;;N;
175;21/02/2012;04:00;8,01;;N;
176;22/02/2012;12:00;7,99;;N;
177;23/02/2012;02:00;7,99;;N;
178;24/02/2012;06:00;7,98;;N;
179;25/02/2012;04:00;7,98;;N;
180;26/02/2012;20:00;7,98;;N;
181;27/02/2012;21:00;7,98;;N;
182;28/02/2012;04:00;7,98;;N;
