
Id Ponto:;2300022592
Consulta em:;16/06/2021 19:05:58
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
1;29/08/2011;21:00;84,09;;N;
2;30/08/2011;01:00;84,07;;N;
3;31/08/2011;00:00;84,07;;N;
4;01/09/2011;06:00;84,08;;N;
5;02/09/2011;11:00;84,08;;N;
6;03/09/2011;01:00;84,06;;N;
7;04/09/2011;22:00;84,04;;N;
8;05/09/2011;21:00;84,04;;N;
9;06/09/2011;20:00;84,05;;N;
10;07/09/2011;03:00;84,04;;N;
11;08/09/2011;07:00;84,05;;N;
12;09/09/2011;12:00;84,09;;N;
13;10/09/2011;18:00;84,05;;N;
14;11/09/2011;23:00;84,04;;N;
15;12/09/2011;21:00;84,05;;N;
16;13/09/2011;23:00;84,05;;N;
17;14/09/2011;16:00;84,10;;N;
18;15/09/2011;06:00;84,06;;N;
19;16/09/2011;22:00;84,04;;N;
20;17/09/2011;05:00;84,04;;N;
21;18/09/2011;18:00;84,04;;N;
22;19/09/2011;01:00;84,05;;N;
23;20/09/2011;21:00;84,05;;N;
24;21/09/2011;00:00;84,06;;N;
25;22/09/2011;18:00;84,04;;N;
26;23/09/2011;06:00;84,05;;N;
27;24/09/2011;04:00;84,04;;N;
28;25/09/2011;01:00;84,03;;N;
29;26/09/2011;08:00;84,06;;N;
30;27/09/2011;23:00;84,04;;N;
31;28/09/2011;13:00;84,07;;N;
32;29/09/2011;23:00;84,06;;N;
33;30/09/2011;04:00;84,04;;N;
34;01/10/2011;05:00;84,03;;N;
35;02/10/2011;04:00;84,02;;N;
36;03/10/2011;23:00;84,03;;N;
37;04/10/2011;15:00;84,04;;N;
38;05/10/2011;04:00;84,04;;N;
39;06/10/2011;17:00;84,03;;N;
40;07/10/2011;08:00;84,08;;N;
41;08/10/2011;22:00;84,05;;N;
42;09/10/2011;01:00;84,02;;N;
43;10/10/2011;23:00;84,03;;N;
44;11/10/2011;22:00;84,03;;N;
45;12/10/2011;23:00;84,02;;N;
46;13/10/2011;20:00;84,02;;N;
47;14/10/2011;19:00;84,02;;N;
48;15/10/2011;12:00;84,01;;N;
49;16/10/2011;21:00;84,01;;N;
50;17/10/2011;00:00;84,01;;N;
51;18/10/2011;06:00;84,05;;N;
52;19/10/2011;04:00;84,03;;N;
53;20/10/2011;06:00;84,02;;N;
54;21/10/2011;21:00;84,02;;N;
55;22/10/2011;20:00;84,01;;N;
56;23/10/2011;00:00;84,02;;N;
57;24/10/2011;23:00;84,00;;N;
58;25/10/2011;23:00;84,01;;N;
59;26/10/2011;20:00;84,03;;N;
60;27/10/2011;07:00;84,02;;N;
