
Id Ponto:;2300022598
Consulta em:;16/06/2021 19:06:46
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
1;30/08/2011;18:00;50,33;;N;
2;31/08/2011;18:00;49,94;;N;
3;01/09/2011;06:00;50,35;;N;
4;02/09/2011;06:00;50,46;;N;
5;03/09/2011;18:00;50,43;;N;
6;04/09/2011;12:00;49,20;;N;
7;05/09/2011;06:00;50,10;;N;
8;06/09/2011;06:00;50,36;;N;
9;07/09/2011;18:00;50,11;;N;
10;08/09/2011;18:00;50,20;;N;
11;09/09/2011;18:00;50,20;;N;
12;10/09/2011;06:00;50,57;;N;
13;11/09/2011;12:00;49,28;;N;
14;12/09/2011;06:00;50,20;;N;
15;13/09/2011;06:00;50,45;;N;
16;14/09/2011;18:00;50,36;;N;
17;15/09/2011;06:00;50,56;;N;
18;16/09/2011;18:00;50,33;;N;
19;17/09/2011;06:00;50,63;;N;
20;18/09/2011;12:00;49,33;;N;
21;19/09/2011;19:00;50,31;;N;
22;20/09/2011;19:00;50,74;;N;
23;21/09/2011;18:00;50,42;;N;
24;22/09/2011;18:00;50,58;;N;
25;23/09/2011;18:00;50,20;;N;
26;24/09/2011;06:00;50,71;;N;
27;25/09/2011;12:00;49,37;;N;
28;26/09/2011;06:00;50,37;;N;
29;27/09/2011;19:00;50,56;;N;
30;28/09/2011;18:00;50,51;;N;
31;29/09/2011;06:00;50,69;;N;
32;30/09/2011;18:00;50,55;;N;
33;01/10/2011;06:00;50,88;;N;
34;02/10/2011;12:00;49,44;;N;
35;03/10/2011;06:00;50,41;;N;
36;04/10/2011;06:00;50,69;;N;
37;05/10/2011;18:00;50,51;;N;
38;06/10/2011;06:00;50,83;;N;
39;07/10/2011;18:00;50,56;;N;
40;08/10/2011;06:00;50,94;;N;
41;09/10/2011;12:00;49,48;;N;
42;10/10/2011;19:00;50,58;;N;
43;11/10/2011;06:00;50,79;;N;
44;12/10/2011;06:00;50,94;;N;
45;13/10/2011;06:00;50,95;;N;
46;14/10/2011;18:00;50,61;;N;
47;15/10/2011;06:00;50,93;;N;
48;16/10/2011;12:00;49,55;;N;
49;17/10/2011;18:00;51,17;;N;
50;18/10/2011;06:00;50,94;;N;
51;19/10/2011;18:00;50,35;;N;
52;20/10/2011;05:00;50,10;;N;
