
Id Ponto:;2300020827
Consulta em:;16/06/2021 19:03:20
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
1;27/08/2011;23:00;13,51;;N;
2;28/08/2011;15:00;13,52;;N;
3;29/08/2011;07:00;13,53;;N;
4;30/08/2011;05:00;13,54;;N;
5;31/08/2011;21:00;13,53;;N;
6;01/09/2011;17:00;13,54;;N;
7;02/09/2011;20:00;13,54;;N;
8;03/09/2011;16:00;13,55;;N;
9;04/09/2011;20:00;13,55;;N;
10;05/09/2011;13:00;13,56;;N;
11;06/09/2011;14:00;13,56;;N;
12;07/09/2011;19:00;13,56;;N;
13;08/09/2011;11:00;13,57;;N;
14;09/09/2011;18:00;13,57;;N;
15;10/09/2011;13:00;13,58;;N;
16;11/09/2011;18:00;13,58;;N;
17;12/09/2011;06:00;13,59;;N;
18;13/09/2011;13:00;13,59;;N;
19;14/09/2011;20:00;13,59;;N;
20;15/09/2011;15:00;13,60;;N;
21;16/09/2011;21:00;13,60;;N;
22;17/09/2011;10:00;13,61;;N;
23;18/09/2011;21:00;13,61;;N;
24;19/09/2011;05:00;13,62;;N;
25;20/09/2011;15:00;13,62;;N;
26;21/09/2011;15:00;13,62;;N;
27;22/09/2011;05:00;13,63;;N;
28;23/09/2011;19:00;13,63;;N;
29;24/09/2011;19:00;13,63;;N;
30;25/09/2011;09:00;13,64;;N;
31;26/09/2011;07:00;13,65;;N;
32;27/09/2011;15:00;13,65;;N;
33;28/09/2011;21:00;13,65;;N;
34;29/09/2011;11:00;13,66;;N;
35;30/09/2011;20:00;13,66;;N;
36;01/10/2011;07:00;13,67;;N;
37;02/10/2011;19:00;13,67;;N;
38;03/10/2011;21:00;13,67;;N;
39;04/10/2011;17:00;13,68;;N;
40;05/10/2011;23:00;13,68;;N;
41;06/10/2011;13:00;13,69;;N;
42;07/10/2011;21:00;13,69;;N;
43;08/10/2011;16:00;13,70;;N;
44;09/10/2011;23:00;13,70;;N;
45;10/10/2011;15:00;13,71;;N;
46;11/10/2011;20:00;13,71;;N;
47;12/10/2011;12:00;13,72;;N;
48;13/10/2011;21:00;13,72;;N;
49;14/10/2011;12:00;13,73;;N;
50;15/10/2011;18:00;13,73;;N;
51;16/10/2011;21:00;13,73;;N;
52;17/10/2011;23:00;13,73;;N;
53;18/10/2011;12:00;13,74;;N;
54;19/10/2011;18:00;13,74;;N;
55;20/10/2011;19:00;13,74;;N;
56;21/10/2011;15:00;13,74;;N;
57;22/10/2011;19:00;13,74;;N;
58;23/10/2011;20:00;13,74;;N;
59;24/10/2011;08:00;13,74;;N;
60;25/10/2011;10:00;13,75;;N;
61;26/10/2011;20:00;13,75;;N;
62;27/10/2011;16:00;13,75;;N;
63;28/10/2011;19:00;13,75;;N;
64;29/10/2011;20:00;13,75;;N;
65;30/10/2011;19:00;13,76;;N;
66;31/10/2011;21:00;13,76;;N;
67;01/11/2011;19:00;13,77;;N;
68;02/11/2011;22:00;13,76;;N;
69;03/11/2011;20:00;13,76;;N;
70;04/11/2011;18:00;13,76;;N;
71;05/11/2011;17:00;13,76;;N;
72;06/11/2011;21:00;13,76;;N;
73;07/11/2011;04:00;13,77;;N;
74;08/11/2011;13:00;13,77;;N;
75;09/11/2011;02:00;13,77;;N;
76;10/11/2011;11:00;13,77;;N;
77;11/11/2011;05:00;13,77;;N;
78;12/11/2011;20:00;13,77;;N;
79;13/11/2011;18:00;13,77;;N;
80;14/11/2011;14:00;13,77;;N;
81;15/11/2011;21:00;13,77;;N;
82;16/11/2011;15:00;13,78;;N;
83;17/11/2011;11:00;13,78;;N;
84;18/11/2011;18:00;13,78;;N;
85;19/11/2011;23:00;13,78;;N;
86;20/11/2011;20:00;13,79;;N;
87;21/11/2011;19:00;13,79;;N;
88;22/11/2011;18:00;13,79;;N;
89;23/11/2011;15:00;13,80;;N;
90;24/11/2011;06:00;13,80;;N;
91;25/11/2011;14:00;13,80;;N;
92;26/11/2011;18:00;13,80;;N;
93;27/11/2011;20:00;13,80;;N;
94;28/11/2011;00:00;13,81;;N;
95;29/11/2011;09:00;13,81;;N;
96;30/11/2011;15:00;13,81;;N;
97;01/12/2011;20:00;13,81;;N;
98;02/12/2011;21:00;13,81;;N;
99;03/12/2011;15:00;13,82;;N;
100;04/12/2011;05:00;13,82;;N;
101;05/12/2011;19:00;13,82;;N;
102;06/12/2011;20:00;13,82;;N;
103;07/12/2011;04:00;13,83;;N;
104;08/12/2011;20:00;13,83;;N;
105;09/12/2011;20:00;13,83;;N;
106;10/12/2011;14:00;13,84;;N;
107;11/12/2011;18:00;13,84;;N;
108;12/12/2011;20:00;13,84;;N;
109;13/12/2011;19:00;13,84;;N;
110;14/12/2011;17:00;13,84;;N;
111;15/12/2011;21:00;13,84;;N;
112;16/12/2011;15:00;13,84;;N;
113;17/12/2011;15:00;13,85;;N;
114;18/12/2011;18:00;13,85;;N;
115;19/12/2011;19:00;13,85;;N;
116;20/12/2011;12:00;13,86;;N;
117;21/12/2011;02:00;13,86;;N;
118;22/12/2011;19:00;13,86;;N;
119;23/12/2011;10:00;13,86;;N;
120;24/12/2011;16:00;13,86;;N;
121;25/12/2011;16:00;13,86;;N;
122;26/12/2011;21:00;13,86;;N;
123;27/12/2011;19:00;13,86;;N;
124;28/12/2011;22:00;13,86;;N;
125;29/12/2011;05:00;13,87;;N;
126;30/12/2011;06:00;13,87;;N;
127;31/12/2011;06:00;13,87;;N;
128;01/01/2012;18:00;13,87;;N;
129;02/01/2012;20:00;13,87;;N;
130;03/01/2012;20:00;13,87;;N;
131;04/01/2012;20:00;13,87;;N;
132;05/01/2012;20:00;13,87;;N;
133;06/01/2012;08:00;13,88;;N;
134;07/01/2012;18:00;13,88;;N;
135;08/01/2012;14:00;13,88;;N;
136;09/01/2012;20:00;13,88;;N;
137;10/01/2012;19:00;13,88;;N;
138;11/01/2012;13:00;13,89;;N;
139;12/01/2012;19:00;13,89;;N;
140;13/01/2012;18:00;13,89;;N;
141;14/01/2012;18:00;13,89;;N;
142;15/01/2012;20:00;13,89;;N;
143;16/01/2012;22:00;13,89;;N;
144;17/01/2012;20:00;13,90;;N;
145;18/01/2012;21:00;13,90;;N;
146;19/01/2012;18:00;13,90;;N;
147;20/01/2012;21:00;13,90;;N;
148;21/01/2012;18:00;13,90;;N;
149;22/01/2012;17:00;13,91;;N;
150;23/01/2012;22:00;13,91;;N;
151;24/01/2012;20:00;13,91;;N;
152;25/01/2012;18:00;13,91;;N;
153;26/01/2012;20:00;13,91;;N;
154;27/01/2012;19:00;13,91;;N;
155;28/01/2012;22:00;13,91;;N;
156;29/01/2012;20:00;13,91;;N;
157;30/01/2012;04:00;13,92;;N;
158;31/01/2012;15:00;13,92;;N;
159;01/02/2012;20:00;13,92;;N;
160;02/02/2012;19:00;13,92;;N;
161;03/02/2012;20:00;13,92;;N;
162;04/02/2012;20:00;13,93;;N;
163;05/02/2012;20:00;13,93;;N;
164;06/02/2012;19:00;13,93;;N;
165;07/02/2012;14:00;13,94;;N;
166;08/02/2012;15:00;13,94;;N;
167;09/02/2012;15:00;13,94;;N;
168;10/02/2012;20:00;13,94;;N;
169;11/02/2012;20:00;13,94;;N;
170;12/02/2012;21:00;13,94;;N;
171;13/02/2012;18:00;13,95;;N;
172;14/02/2012;22:00;13,95;;N;
173;15/02/2012;12:00;13,96;;N;
174;16/02/2012;15:00;13,96;;N;
175;17/02/2012;20:00;13,96;;N;
176;18/02/2012;21:00;13,96;;N;
177;19/02/2012;19:00;13,96;;N;
178;20/02/2012;16:00;13,96;;N;
179;21/02/2012;19:00;13,96;;N;
180;22/02/2012;20:00;13,96;;N;
181;23/02/2012;11:00;13,97;;N;
182;24/02/2012;15:00;13,97;;N;
183;25/02/2012;17:00;13,97;;N;
184;26/02/2012;16:00;13,97;;N;
185;27/02/2012;18:00;13,97;;N;
186;28/02/2012;19:00;13,97;;N;
187;29/02/2012;22:00;13,97;;N;
188;01/03/2012;23:00;13,97;;N;
189;02/03/2012;21:00;13,98;;N;
190;03/03/2012;16:00;13,98;;N;
191;04/03/2012;19:00;13,98;;N;
192;05/03/2012;15:00;13,98;;N;
193;06/03/2012;19:00;13,98;;N;
194;07/03/2012;23:00;13,98;;N;
195;08/03/2012;19:00;13,98;;N;
196;09/03/2012;20:00;13,98;;N;
197;10/03/2012;22:00;13,98;;N;
198;11/03/2012;19:00;13,98;;N;
199;12/03/2012;23:00;13,98;;N;
200;13/03/2012;20:00;13,98;;N;
201;14/03/2012;17:00;13,99;;N;
202;15/03/2012;20:00;13,99;;N;
203;16/03/2012;18:00;13,98;;N;
204;17/03/2012;18:00;13,98;;N;
205;18/03/2012;18:00;13,98;;N;
206;19/03/2012;18:00;13,98;;N;
207;20/03/2012;14:00;13,98;;N;
208;21/03/2012;01:00;13,98;;N;
209;22/03/2012;22:00;13,97;;N;
210;23/03/2012;19:00;13,97;;N;
211;24/03/2012;23:00;13,97;;N;
212;25/03/2012;20:00;13,97;;N;
213;26/03/2012;18:00;13,97;;N;
214;27/03/2012;17:00;13,97;;N;
215;28/03/2012;18:00;13,97;;N;
216;29/03/2012;17:00;13,97;;N;
217;30/03/2012;16:00;13,97;;N;
218;31/03/2012;15:00;13,97;;N;
219;01/04/2012;02:00;13,97;;N;
220;02/04/2012;23:00;13,96;;N;
221;03/04/2012;23:00;13,96;;N;
222;04/04/2012;18:00;13,96;;N;
223;05/04/2012;21:00;13,96;;N;
224;06/04/2012;19:00;13,96;;N;
225;07/04/2012;19:00;13,96;;N;
226;08/04/2012;21:00;13,96;;N;
227;09/04/2012;16:00;13,96;;N;
228;10/04/2012;13:00;13,96;;N;
229;11/04/2012;20:00;13,96;;N;
230;12/04/2012;23:00;13,96;;N;
