
Id Ponto:;2300022599
Consulta em:;16/06/2021 19:07:06
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
1;26/08/2011;21:00;41,35;;N;
2;27/08/2011;00:00;41,36;;N;
3;28/08/2011;20:00;41,35;;N;
4;29/08/2011;04:00;41,35;;N;
5;30/08/2011;05:00;41,36;;N;
6;31/08/2011;02:00;41,36;;N;
7;01/09/2011;10:00;41,36;;N;
8;02/09/2011;23:00;41,36;;N;
9;03/09/2011;21:00;41,36;;N;
10;04/09/2011;05:00;41,37;;N;
11;05/09/2011;05:00;41,37;;N;
12;06/09/2011;04:00;41,37;;N;
13;07/09/2011;11:00;41,37;;N;
14;08/09/2011;01:00;41,38;;N;
15;09/09/2011;23:00;41,37;;N;
16;10/09/2011;11:00;41,37;;N;
17;11/09/2011;23:00;41,38;;N;
18;12/09/2011;15:00;41,38;;N;
19;13/09/2011;03:00;41,38;;N;
20;14/09/2011;20:00;41,38;;N;
21;15/09/2011;19:00;41,39;;N;
22;16/09/2011;20:00;41,38;;N;
23;17/09/2011;01:00;41,40;;N;
24;18/09/2011;20:00;41,40;;N;
25;19/09/2011;22:00;41,39;;N;
26;20/09/2011;10:00;41,40;;N;
27;21/09/2011;00:00;41,40;;N;
28;22/09/2011;03:00;41,39;;N;
29;23/09/2011;19:00;41,39;;N;
30;24/09/2011;05:00;41,40;;N;
31;25/09/2011;19:00;41,40;;N;
32;26/09/2011;15:00;41,41;;N;
33;27/09/2011;10:00;41,41;;N;
34;28/09/2011;21:00;41,41;;N;
35;29/09/2011;00:00;41,41;;N;
36;30/09/2011;00:00;41,41;;N;
37;01/10/2011;11:00;41,41;;N;
38;02/10/2011;22:00;41,41;;N;
39;03/10/2011;05:00;41,42;;N;
40;04/10/2011;11:00;41,41;;N;
41;05/10/2011;04:00;41,42;;N;
42;06/10/2011;11:00;41,41;;N;
43;07/10/2011;22:00;41,41;;N;
44;08/10/2011;04:00;41,41;;N;
45;09/10/2011;05:00;41,41;;N;
46;10/10/2011;22:00;41,41;;N;
47;11/10/2011;22:00;41,42;;N;
48;12/10/2011;16:00;41,42;;N;
49;13/10/2011;04:00;41,42;;N;
50;14/10/2011;01:00;41,42;;N;
51;15/10/2011;20:00;41,42;;N;
52;16/10/2011;22:00;41,42;;N;
53;17/10/2011;00:00;41,42;;N;
54;18/10/2011;00:00;41,42;;N;
55;19/10/2011;03:00;41,42;;N;
56;20/10/2011;11:00;41,41;;N;
57;21/10/2011;12:00;41,41;;N;
58;22/10/2011;03:00;41,41;;N;
59;23/10/2011;05:00;41,42;;N;
60;24/10/2011;19:00;41,41;;N;
61;25/10/2011;20:00;41,40;;N;
62;26/10/2011;05:00;41,41;;N;
63;27/10/2011;20:00;41,41;;N;
64;28/10/2011;11:00;41,41;;N;
65;29/10/2011;21:00;41,41;;N;
66;30/10/2011;04:00;41,42;;N;
67;31/10/2011;09:00;41,42;;N;
68;01/11/2011;20:00;41,43;;N;
69;02/11/2011;00:00;41,43;;N;
70;03/11/2011;02:00;41,42;;N;
71;04/11/2011;10:00;41,42;;N;
72;05/11/2011;06:00;41,41;;N;
73;06/11/2011;04:00;41,41;;N;
74;07/11/2011;03:00;41,40;;N;
75;08/11/2011;04:00;41,40;;N;
76;09/11/2011;00:00;41,41;;N;
77;10/11/2011;18:00;41,40;;N;
78;11/11/2011;04:00;41,40;;N;
79;12/11/2011;10:00;41,41;;N;
80;13/11/2011;02:00;41,41;;N;
81;14/11/2011;12:00;41,41;;N;
82;15/11/2011;10:00;41,41;;N;
83;16/11/2011;09:00;41,41;;N;
84;17/11/2011;20:00;41,41;;N;
85;18/11/2011;22:00;41,41;;N;
86;19/11/2011;11:00;41,42;;N;
