
Id Ponto:;2300022593
Consulta em:;16/06/2021 19:06:25
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
1;29/08/2011;18:00;36,38;;N;
2;30/08/2011;03:00;36,42;;N;
3;31/08/2011;01:00;36,44;;N;
4;01/09/2011;09:00;36,44;;N;
5;02/09/2011;16:00;36,45;;N;
6;03/09/2011;00:00;36,47;;N;
7;04/09/2011;20:00;36,47;;N;
8;05/09/2011;01:00;36,47;;N;
9;06/09/2011;03:00;36,47;;N;
10;07/09/2011;09:00;36,47;;N;
11;08/09/2011;02:00;36,48;;N;
12;09/09/2011;05:00;36,48;;N;
13;10/09/2011;01:00;36,50;;N;
14;11/09/2011;04:00;36,51;;N;
15;12/09/2011;19:00;36,50;;N;
16;13/09/2011;02:00;36,52;;N;
17;14/09/2011;12:00;36,52;;N;
18;15/09/2011;03:00;36,53;;N;
19;16/09/2011;05:00;36,53;;N;
20;17/09/2011;19:00;36,53;;N;
21;18/09/2011;05:00;36,55;;N;
22;19/09/2011;05:00;36,54;;N;
23;20/09/2011;01:00;36,55;;N;
24;21/09/2011;20:00;36,55;;N;
25;22/09/2011;20:00;36,55;;N;
26;23/09/2011;02:00;36,56;;N;
27;24/09/2011;00:00;36,57;;N;
28;25/09/2011;00:00;36,57;;N;
29;26/09/2011;01:00;36,59;;N;
30;27/09/2011;03:00;36,58;;N;
31;28/09/2011;01:00;36,58;;N;
32;29/09/2011;01:00;36,58;;N;
33;30/09/2011;03:00;36,58;;N;
34;01/10/2011;01:00;36,58;;N;
35;02/10/2011;04:00;36,58;;N;
36;03/10/2011;01:00;36,59;;N;
37;04/10/2011;04:00;36,59;;N;
38;05/10/2011;21:00;36,59;;N;
39;06/10/2011;19:00;36,60;;N;
40;07/10/2011;01:00;36,61;;N;
41;08/10/2011;03:00;36,60;;N;
42;09/10/2011;02:00;36,60;;N;
43;10/10/2011;01:00;36,60;;N;
44;11/10/2011;00:00;36,61;;N;
45;12/10/2011;02:00;36,61;;N;
46;13/10/2011;03:00;36,61;;N;
47;14/10/2011;03:00;36,61;;N;
48;15/10/2011;20:00;36,61;;N;
49;16/10/2011;19:00;36,63;;N;
50;17/10/2011;10:00;36,63;;N;
51;18/10/2011;00:00;36,63;;N;
52;19/10/2011;13:00;36,62;;N;
53;20/10/2011;00:00;36,59;;N;
54;21/10/2011;23:00;36,57;;N;
55;22/10/2011;04:00;36,55;;N;
56;23/10/2011;22:00;36,54;;N;
57;24/10/2011;10:00;36,52;;N;
58;25/10/2011;03:00;36,56;;N;
59;26/10/2011;18:00;36,58;;N;
60;27/10/2011;11:00;36,60;;N;
61;28/10/2011;02:00;36,61;;N;
62;29/10/2011;00:00;36,61;;N;
63;30/10/2011;20:00;36,61;;N;
64;31/10/2011;21:00;36,62;;N;
65;01/11/2011;03:00;36,63;;N;
66;02/11/2011;04:00;36,65;;N;
67;03/11/2011;11:00;36,62;;N;
68;04/11/2011;03:00;36,58;;N;
69;05/11/2011;11:00;36,55;;N;
70;06/11/2011;04:00;36,53;;N;
71;07/11/2011;22:00;36,50;;N;
72;08/11/2011;11:00;36,48;;N;
73;09/11/2011;10:00;36,49;;N;
74;10/11/2011;19:00;36,56;;N;
75;11/11/2011;19:00;36,55;;N;
76;12/11/2011;01:00;36,56;;N;
77;13/11/2011;19:00;36,57;;N;
78;14/11/2011;04:00;36,59;;N;
79;15/11/2011;04:00;36,59;;N;
80;16/11/2011;10:00;36,59;;N;
81;17/11/2011;14:00;36,59;;N;
82;18/11/2011;01:00;36,60;;N;
83;19/11/2011;01:00;36,60;;N;
84;20/11/2011;01:00;36,61;;N;
85;21/11/2011;22:00;36,61;;N;
86;22/11/2011;04:00;36,62;;N;
87;23/11/2011;20:00;36,62;;N;
88;24/11/2011;19:00;36,63;;N;
89;25/11/2011;01:00;36,63;;N;
90;26/11/2011;18:00;36,64;;N;
91;27/11/2011;21:00;36,63;;N;
92;28/11/2011;20:00;36,62;;N;
93;29/11/2011;20:00;36,62;;N;
94;30/11/2011;01:00;36,63;;N;
95;01/12/2011;10:00;36,59;;N;
96;02/12/2011;09:00;36,63;;N;
97;03/12/2011;17:00;36,68;;N;
98;04/12/2011;21:00;36,65;;N;
99;05/12/2011;20:00;36,64;;N;
100;06/12/2011;20:00;36,64;;N;
101;07/12/2011;15:00;36,67;;N;
102;08/12/2011;05:00;36,67;;N;
103;09/12/2011;04:00;36,67;;N;
104;10/12/2011;20:00;36,67;;N;
105;11/12/2011;17:00;36,67;;N;
106;12/12/2011;05:00;36,68;;N;
107;13/12/2011;13:00;36,66;;N;
108;14/12/2011;00:00;36,65;;N;
109;15/12/2011;04:00;36,67;;N;
110;16/12/2011;05:00;36,67;;N;
111;17/12/2011;22:00;36,66;;N;
112;18/12/2011;22:00;36,67;;N;
113;19/12/2011;21:00;36,70;;N;
114;20/12/2011;12:00;36,69;;N;
115;21/12/2011;20:00;36,67;;N;
116;22/12/2011;02:00;36,67;;N;
117;23/12/2011;21:00;36,66;;N;
118;24/12/2011;03:00;36,67;;N;
119;25/12/2011;20:00;36,66;;N;
120;26/12/2011;16:00;36,69;;N;
121;27/12/2011;19:00;36,69;;N;
122;28/12/2011;22:00;36,67;;N;
123;29/12/2011;22:00;36,68;;N;
124;30/12/2011;04:00;36,69;;N;
125;31/12/2011;20:00;36,66;;N;
126;01/01/2012;02:00;36,67;;N;
127;02/01/2012;04:00;36,67;;N;
128;03/01/2012;20:00;36,66;;N;
