
Id Ponto:;2300022893
Consulta em:;16/06/2021 19:09:54
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
1;30/08/2012;19:00;30,08;;N;
2;31/08/2012;03:00;30,10;;N;
3;01/09/2012;01:00;30,11;;N;
4;02/09/2012;00:00;30,11;;N;
5;03/09/2012;01:00;30,12;;N;
6;04/09/2012;02:00;30,12;;N;
7;05/09/2012;02:00;30,12;;N;
8;06/09/2012;05:00;30,11;;N;
9;07/09/2012;03:00;30,12;;N;
10;08/09/2012;12:00;30,12;;N;
11;09/09/2012;23:00;30,11;;N;
12;10/09/2012;01:00;30,11;;N;
13;11/09/2012;03:00;30,11;;N;
14;12/09/2012;12:00;30,11;;N;
15;13/09/2012;20:00;30,11;;N;
16;14/09/2012;03:00;30,12;;N;
17;15/09/2012;01:00;30,14;;N;
18;16/09/2012;04:00;30,13;;N;
19;17/09/2012;02:00;30,13;;N;
20;18/09/2012;02:00;30,13;;N;
21;19/09/2012;00:00;30,13;;N;
22;20/09/2012;03:00;30,12;;N;
23;21/09/2012;03:00;30,12;;N;
24;22/09/2012;04:00;30,13;;N;
25;23/09/2012;03:00;30,14;;N;
26;24/09/2012;22:00;30,14;;N;
27;25/09/2012;03:00;30,14;;N;
28;26/09/2012;03:00;30,14;;N;
29;27/09/2012;03:00;30,14;;N;
30;28/09/2012;00:00;30,17;;N;
31;29/09/2012;04:00;30,16;;N;
32;30/09/2012;20:00;30,15;;N;
33;01/10/2012;04:00;30,14;;N;
34;02/10/2012;19:00;30,14;;N;
35;03/10/2012;03:00;30,16;;N;
36;04/10/2012;01:00;30,16;;N;
37;05/10/2012;04:00;30,15;;N;
38;06/10/2012;03:00;30,16;;N;
39;07/10/2012;01:00;30,17;;N;
40;08/10/2012;04:00;30,16;;N;
41;09/10/2012;01:00;30,16;;N;
42;10/10/2012;02:00;30,16;;N;
43;11/10/2012;20:00;30,16;;N;
44;12/10/2012;03:00;30,17;;N;
45;13/10/2012;12:00;30,16;;N;
46;14/10/2012;12:00;30,16;;N;
47;15/10/2012;03:00;30,17;;N;
48;16/10/2012;03:00;30,18;;N;
49;17/10/2012;02:00;30,18;;N;
50;18/10/2012;00:00;30,18;;N;
51;19/10/2012;01:00;30,18;;N;
52;20/10/2012;00:00;30,18;;N;
53;21/10/2012;03:00;30,17;;N;
54;22/10/2012;21:00;30,17;;N;
55;23/10/2012;03:00;30,18;;N;
56;24/10/2012;00:00;30,19;;N;
57;25/10/2012;20:00;30,18;;N;
