
Id Ponto:;2300022909
Consulta em:;16/06/2021 19:14:34
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
1;29/08/2012;20:00;6,21;;N;
2;30/08/2012;04:00;6,20;;N;
3;31/08/2012;04:00;6,21;;N;
4;01/09/2012;04:00;6,22;;N;
5;02/09/2012;06:00;6,22;;N;
6;03/09/2012;02:00;6,23;;N;
7;04/09/2012;04:00;6,23;;N;
8;05/09/2012;02:00;6,24;;N;
9;06/09/2012;19:00;6,23;;N;
10;07/09/2012;12:00;6,24;;N;
11;08/09/2012;01:00;6,25;;N;
12;09/09/2012;05:00;6,25;;N;
13;10/09/2012;02:00;6,25;;N;
14;11/09/2012;01:00;6,26;;N;
15;12/09/2012;05:00;6,26;;N;
16;13/09/2012;19:00;6,26;;N;
17;14/09/2012;05:00;6,27;;N;
18;15/09/2012;20:00;6,28;;N;
19;16/09/2012;04:00;6,28;;N;
20;17/09/2012;20:00;6,28;;N;
21;18/09/2012;04:00;6,29;;N;
22;19/09/2012;01:00;6,30;;N;
23;20/09/2012;00:00;6,30;;N;
24;21/09/2012;00:00;6,31;;N;
25;22/09/2012;18:00;6,31;;N;
26;23/09/2012;00:00;6,32;;N;
27;24/09/2012;18:00;6,32;;N;
28;25/09/2012;00:00;6,33;;N;
29;26/09/2012;04:00;6,33;;N;
30;27/09/2012;12:00;6,33;;N;
31;28/09/2012;19:00;6,34;;N;
32;29/09/2012;05:00;6,35;;N;
33;30/09/2012;19:00;6,35;;N;
34;01/10/2012;03:00;6,35;;N;
35;02/10/2012;05:00;6,36;;N;
36;03/10/2012;03:00;6,37;;N;
37;04/10/2012;03:00;6,37;;N;
38;05/10/2012;05:00;6,37;;N;
39;06/10/2012;01:00;6,38;;N;
40;07/10/2012;11:00;6,38;;N;
41;08/10/2012;04:00;6,39;;N;
42;09/10/2012;01:00;6,39;;N;
43;10/10/2012;03:00;6,39;;N;
44;11/10/2012;04:00;6,40;;N;
45;12/10/2012;13:00;6,40;;N;
46;13/10/2012;05:00;6,40;;N;
47;14/10/2012;11:00;6,40;;N;
48;15/10/2012;05:00;6,41;;N;
49;16/10/2012;03:00;6,42;;N;
50;17/10/2012;03:00;6,42;;N;
51;18/10/2012;00:00;6,43;;N;
52;19/10/2012;03:00;6,43;;N;
53;20/10/2012;03:00;6,43;;N;
54;21/10/2012;03:00;6,43;;N;
55;22/10/2012;18:00;6,43;;N;
56;23/10/2012;04:00;6,44;;N;
57;24/10/2012;00:00;6,45;;N;
58;25/10/2012;03:00;6,45;;N;
59;26/10/2012;03:00;6,46;;N;
60;27/10/2012;04:00;6,46;;N;
61;28/10/2012;21:00;6,46;;N;
62;29/10/2012;11:00;6,47;;N;
63;30/10/2012;03:00;6,48;;N;
64;31/10/2012;03:00;6,48;;N;
65;01/11/2012;05:00;6,48;;N;
66;02/11/2012;05:00;6,49;;N;
67;03/11/2012;00:00;6,50;;N;
68;04/11/2012;03:00;6,49;;N;
69;05/11/2012;01:00;6,50;;N;
70;06/11/2012;04:00;6,50;;N;
71;07/11/2012;04:00;6,51;;N;
72;08/11/2012;05:00;6,51;;N;
73;09/11/2012;04:00;6,51;;N;
74;10/11/2012;04:00;6,52;;N;
75;11/11/2012;04:00;6,52;;N;
76;12/11/2012;03:00;6,53;;N;
77;13/11/2012;03:00;6,53;;N;
78;14/11/2012;18:00;6,53;;N;
79;15/11/2012;19:00;6,54;;N;
80;16/11/2012;03:00;6,55;;N;
81;17/11/2012;20:00;6,55;;N;
82;18/11/2012;01:00;6,56;;N;
83;19/11/2012;03:00;6,56;;N;
84;20/11/2012;03:00;6,56;;N;
85;21/11/2012;12:00;6,56;;N;
86;22/11/2012;02:00;6,57;;N;
87;23/11/2012;03:00;6,57;;N;
88;24/11/2012;11:00;6,57;;N;
89;25/11/2012;02:00;6,58;;N;
90;26/11/2012;04:00;6,58;;N;
91;27/11/2012;01:00;6,59;;N;
92;28/11/2012;00:00;6,59;;N;
93;29/11/2012;18:00;6,59;;N;
94;30/11/2012;04:00;6,60;;N;
95;01/12/2012;04:00;6,60;;N;
96;02/12/2012;23:00;6,59;;N;
97;03/12/2012;04:00;6,60;;N;
98;04/12/2012;11:00;6,60;;N;
99;05/12/2012;22:00;6,59;;N;
100;06/12/2012;20:00;6,58;;N;
101;07/12/2012;02:00;6,59;;N;
102;08/12/2012;21:00;6,58;;N;
103;09/12/2012;03:00;6,58;;N;
104;10/12/2012;19:00;6,57;;N;
105;11/12/2012;20:00;6,57;;N;
106;12/12/2012;03:00;6,58;;N;
107;13/12/2012;11:00;6,58;;N;
108;14/12/2012;16:00;6,59;;N;
109;15/12/2012;11:00;6,59;;N;
110;16/12/2012;04:00;6,59;;N;
111;17/12/2012;03:00;6,59;;N;
112;18/12/2012;20:00;6,58;;N;
113;19/12/2012;23:00;6,58;;N;
114;20/12/2012;04:00;6,59;;N;
115;21/12/2012;20:00;6,59;;N;
116;22/12/2012;12:00;6,59;;N;
117;23/12/2012;12:00;6,59;;N;
118;24/12/2012;12:00;6,59;;N;
119;25/12/2012;19:00;6,58;;N;
120;26/12/2012;23:00;6,58;;N;
121;27/12/2012;00:00;6,58;;N;
122;28/12/2012;19:00;6,57;;N;
123;29/12/2012;02:00;6,58;;N;
124;30/12/2012;12:00;6,57;;N;
125;31/12/2012;04:00;6,57;;N;
126;01/01/2013;12:00;6,57;;N;
127;02/01/2013;05:00;6,57;;N;
128;03/01/2013;06:00;6,58;;N;
129;04/01/2013;18:00;6,58;;N;
130;05/01/2013;00:00;6,58;;N;
131;06/01/2013;23:00;6,56;;N;
132;07/01/2013;12:00;6,56;;N;
133;08/01/2013;00:00;6,57;;N;
134;09/01/2013;03:00;6,57;;N;
135;10/01/2013;01:00;6,57;;N;
136;11/01/2013;05:00;6,56;;N;
137;12/01/2013;04:00;6,57;;N;
138;13/01/2013;00:00;6,58;;N;
139;14/01/2013;03:00;6,57;;N;
140;15/01/2013;03:00;6,56;;N;
141;16/01/2013;17:00;6,56;;N;
142;17/01/2013;00:00;6,57;;N;
143;18/01/2013;04:00;6,58;;N;
