
Id Ponto:;2300022908
Consulta em:;16/06/2021 19:14:12
Número de sequencia do nível d'agua;Data da medição;Hora da medição;Nível da água;Vazão;Bombeando;
1;30/08/2012;18:00;12,36;;N;
2;31/08/2012;23:00;12,34;;N;
3;01/09/2012;08:00;12,35;;N;
4;02/09/2012;20:00;12,35;;N;
5;03/09/2012;22:00;12,35;;N;
6;04/09/2012;11:00;12,37;;N;
7;05/09/2012;08:00;12,37;;N;
8;06/09/2012;11:00;12,38;;N;
9;07/09/2012;20:00;12,38;;N;
10;08/09/2012;08:00;12,38;;N;
11;09/09/2012;21:00;12,38;;N;
12;10/09/2012;11:00;12,39;;N;
13;11/09/2012;11:00;12,40;;N;
14;12/09/2012;11:00;12,41;;N;
15;13/09/2012;18:00;12,41;;N;
16;14/09/2012;11:00;12,42;;N;
17;15/09/2012;10:00;12,42;;N;
18;16/09/2012;22:00;12,42;;N;
19;17/09/2012;11:00;12,43;;N;
20;18/09/2012;23:00;12,43;;N;
21;19/09/2012;21:00;12,44;;N;
22;20/09/2012;23:00;12,44;;N;
23;21/09/2012;08:00;12,45;;N;
24;22/09/2012;09:00;12,45;;N;
25;23/09/2012;21:00;12,44;;N;
26;24/09/2012;11:00;12,44;;N;
27;25/09/2012;09:00;12,46;;N;
28;26/09/2012;09:00;12,47;;N;
29;27/09/2012;10:00;12,48;;N;
30;28/09/2012;20:00;12,48;;N;
31;29/09/2012;13:00;12,48;;N;
32;30/09/2012;11:00;12,48;;N;
33;01/10/2012;23:00;12,49;;N;
34;02/10/2012;18:00;12,50;;N;
35;03/10/2012;09:00;12,51;;N;
36;04/10/2012;22:00;12,51;;N;
37;05/10/2012;22:00;12,52;;N;
38;06/10/2012;14:00;12,52;;N;
39;07/10/2012;11:00;12,52;;N;
40;08/10/2012;20:00;12,53;;N;
41;09/10/2012;19:00;12,54;;N;
42;10/10/2012;10:00;12,55;;N;
43;11/10/2012;21:00;12,55;;N;
44;12/10/2012;18:00;12,56;;N;
45;13/10/2012;22:00;12,55;;N;
46;14/10/2012;07:00;12,56;;N;
47;15/10/2012;21:00;12,56;;N;
48;16/10/2012;10:00;12,58;;N;
49;17/10/2012;23:00;12,58;;N;
50;18/10/2012;18:00;12,59;;N;
51;19/10/2012;19:00;12,59;;N;
52;20/10/2012;14:00;12,60;;N;
